user_name,rock,pop,hip hop,country,jazz,classical,electronic,metal,latin
Madison Thompson,4,0,1,5,2,3,5,1,3
Charlotte James,3,5,5,1,3,1,5,4,3
Jackson Clark,5,0,2,5,1,4,3,3,5
Amelia Johnson,0,5,1,1,1,1,3,3,0
Ruby Cruz,0,3,1,0,2,3,5,4,1
Ruby Ward,0,0,3,4,4,3,3,0,4
Jack Harris,5,0,1,5,4,5,4,0,0
Hazel Watson,5,2,4,0,2,5,1,5,1
Eleanor Miller,5,5,3,3,2,5,5,2,2
Leo Hall,0,3,4,0,1,1,3,3,4
Hunter Parker,3,0,5,4,4,2,5,4,1
Chloe Price,3,3,4,5,4,5,1,3,3
Lydia Carter,5,1,0,4,4,1,2,5,0
Asher Morris,1,0,2,0,2,0,0,1,4
Camila Lee,4,0,5,2,1,1,0,4,1
Mason Gutierrez,5,1,3,1,4,5,4,4,4
Cameron Stewart,4,2,5,5,1,2,2,0,5
Claire Butler,3,5,0,0,2,5,5,4,0
Dylan Howard,3,3,5,4,5,0,0,0,3
Adrian Kim,5,1,3,2,3,4,4,5,2
Ellie Kim,0,3,3,2,4,4,0,0,0
Anthony Hall,0,1,2,3,4,4,3,3,4
Claire Gutierrez,5,5,4,4,0,5,2,2,1
Caleb Gray,3,1,5,4,4,4,0,4,3
Avery Morales,5,4,2,3,0,5,3,1,1
Freya Gutierrez,1,5,3,2,0,4,0,0,1
Cora Foster,2,0,3,3,0,0,4,5,5
Zoey Wood,0,1,2,3,2,3,2,4,1
Aurora Nelson,5,1,1,5,2,3,4,1,2
Hazel Martin,5,4,5,3,3,1,2,5,0
Miles Wright,3,0,3,5,4,3,0,5,2
Jack Kim,1,0,1,4,5,4,4,4,2
Logan Price,5,1,4,1,1,2,3,1,3
Abigail Gray,4,3,0,3,5,2,4,0,3
Benjamin Patel,1,2,0,3,3,3,1,5,0
David Smith,2,1,2,3,4,0,3,2,5
Joseph Bennett,0,4,5,1,5,3,4,2,3
William Thomas,2,4,3,5,1,4,0,1,3
Freya Allen,5,0,0,3,1,2,1,0,1
Leo Howard,1,3,3,1,0,1,5,0,1
Isaac Sanders,5,0,2,2,5,1,2,0,3
Ruby Lewis,4,4,0,5,2,5,5,2,5
Aiden Harris,1,4,0,3,1,2,2,1,4
Aiden Dubois,1,3,3,1,0,2,0,2,5
Sophia Hughes,0,1,3,3,2,5,0,2,1
Owen Young,2,3,2,4,5,2,1,4,2
Andrew Edwards,5,0,5,0,4,5,5,2,1
Logan Long,3,5,2,4,5,2,4,0,1
Hazel Coleman,5,4,2,3,5,2,1,1,0
Andrew Kelly,2,1,5,1,0,2,5,0,4
Stella Williams,0,3,2,1,5,3,4,5,5
Victoria Baker,0,5,1,5,5,5,5,3,5
Cora Cook,4,1,1,4,0,3,5,2,3
Iris Green,2,0,0,1,1,2,0,1,2
Anthony Rogers,4,3,4,5,5,4,4,1,5
Freya Price,2,2,2,4,3,0,3,3,4
Lily James,4,1,1,3,4,2,2,3,2
Grace White,4,1,2,3,0,0,2,4,0
James Harris,1,0,4,0,4,4,2,4,2
Violet Martinez,0,4,5,4,4,1,3,5,1
William Gonzalez,3,4,5,2,0,0,3,1,4
Violet Wright,5,3,5,3,4,0,0,3,1
Landon Rogers,4,2,4,5,0,0,3,1,0
Julian Bailey,3,0,3,1,3,1,4,3,3
Charles Rodriguez,5,2,5,2,4,2,5,4,2
Aurora Fisher,4,2,2,2,0,2,2,4,3
Charles Bell,1,0,2,2,5,4,4,2,4
Wyatt Ward,1,5,3,0,1,5,5,2,1
Alexander Reynolds,2,0,5,4,1,0,4,4,0
Emily Williams,5,5,0,5,4,2,1,5,1
Charlotte Clark,1,1,2,4,3,2,0,3,4
Michael Morgan,5,2,3,3,0,5,0,0,3
Stella James,5,5,3,2,5,0,2,1,0
Camila Scott,1,4,5,0,1,1,1,4,3
Caleb Harris,0,3,0,1,2,1,2,3,0
Mia Williams,5,3,0,0,3,1,0,1,4
Natalie Taylor,5,2,0,5,1,4,0,2,5
Emily Hall,1,1,4,5,5,3,2,2,3
Ethan Taylor,4,5,2,3,0,3,3,2,3
Benjamin Hall,0,1,0,0,5,4,3,4,4
Avery Taylor,4,0,5,1,2,0,0,2,3
Christopher Dubois,3,1,2,3,0,2,3,4,2
Harper Davis,4,3,3,2,2,1,0,3,2
Grace Robinson,3,5,2,5,0,5,1,2,1
Luna Fisher,2,0,5,3,1,3,1,3,5
Logan Garcia,0,1,5,5,4,1,4,2,5
Isabella Sanders,5,0,1,4,5,5,2,4,3
William Scott,3,0,2,2,4,0,1,0,3
Freya Watson,2,4,4,2,1,3,1,5,1
Lily Lee,5,0,3,5,0,5,5,3,0
Scarlett Reyes,3,2,2,0,1,3,5,3,1
Mason Hernandez,3,1,4,5,1,5,0,4,1
Henry Perez,4,4,0,5,3,4,3,4,0
Kai Garcia,0,5,5,0,2,3,3,1,1
Jack Adams,5,5,1,4,5,3,1,5,0
Anthony Brooks,4,1,0,3,3,1,5,3,3
David Morris,2,2,3,0,1,0,0,3,5
Logan Hamilton,5,0,2,5,0,3,0,5,5
Benjamin Kim,3,1,1,0,3,3,1,4,4
Violet Dubois,4,4,3,2,5,3,2,3,2
Charles Bailey,2,0,3,0,2,1,5,4,4
David Simmons,3,0,4,4,3,2,2,1,2
Landon Lewis,1,3,2,1,0,4,2,5,2
Henry Watson,5,3,4,0,5,3,2,2,5
Thomas Ortiz,3,2,0,1,4,5,4,3,3
Ethan Morgan,0,3,5,4,2,3,5,3,3
Caleb Miller,3,1,5,4,2,3,2,1,3
Willow Ross,3,3,3,2,0,5,0,4,3
Jasper Coleman,3,3,0,2,5,5,4,1,1
Freya Morales,2,2,5,3,2,3,5,1,5
Alexander Thompson,1,3,1,1,4,4,0,2,5
Grace Murphy,5,4,2,3,3,0,0,0,5
Benjamin Dubois,2,5,3,2,5,2,5,0,3
Lucas Carter,3,3,3,4,1,2,3,1,5
Grace Miller,2,3,4,3,4,4,2,3,4
Isabella Anderson,2,1,3,1,3,1,1,4,1
Anthony Ross,3,1,2,5,4,3,5,3,2
Victoria Murphy,1,0,2,5,5,5,2,5,4
Ryan Powell,1,1,1,5,2,1,3,1,2
Natalie Rodriguez,2,5,0,2,1,1,0,1,1
Freya Ross,1,4,2,1,1,0,0,2,4
Emily Lee,2,1,3,2,5,5,2,5,4
Iris Price,4,4,4,0,5,1,4,5,2
Lucy Bennett,2,2,2,3,4,0,5,1,4
Grayson Edwards,5,1,1,1,5,3,2,5,1
Luna Ross,2,5,2,4,0,3,5,3,2
Josephine Hughes,5,0,1,3,0,3,1,0,3
Camila Mitchell,4,5,2,4,1,5,1,5,1
Emma Anderson,4,1,1,1,4,4,3,0,0
Carter Brooks,1,0,2,3,5,2,3,5,2
Theodore Bell,0,0,5,0,5,2,0,4,4
Savannah Price,1,2,5,4,1,3,4,1,2
Anthony Patel,5,2,2,4,3,2,5,3,1
Elizabeth Moore,3,4,3,3,4,3,3,0,5
Nora Patel,0,5,1,5,2,4,3,3,2
Joseph Butler,3,1,4,0,2,1,2,3,2
Leo Perez,5,3,0,4,4,1,4,0,2
Theodore Reynolds,3,2,1,2,2,3,2,3,2
Michael Patel,0,5,5,5,1,5,5,0,4
Kai Nguyen,0,1,5,2,3,0,1,0,5
Ezra Bell,3,0,2,4,5,2,0,1,4
Victoria King,1,2,3,4,4,0,2,4,5
Dominic Robinson,4,5,2,0,2,0,0,4,3
Ava Wright,2,4,2,3,3,1,2,5,3
Luna Morales,3,0,2,2,2,1,0,4,2
Owen Richardson,1,1,4,0,3,1,1,1,2
Natalie Nelson,1,3,0,4,3,4,2,5,4
Daniel Martin,0,2,5,1,0,4,2,1,3
Stella Robinson,0,4,5,3,4,1,3,2,1
Emily Morales,0,5,0,0,4,0,3,0,1
Theodore Kelly,3,5,5,5,5,4,2,0,4
Liam Jackson,5,0,2,5,5,0,2,5,4
James White,2,4,3,0,4,0,5,3,0
Sophia Barnes,3,4,5,1,2,3,3,1,2
Penelope Gray,4,3,1,3,0,0,4,0,3
Daniel Richardson,5,5,0,3,3,0,4,3,2
Joseph Carter,1,4,5,1,3,4,1,3,2
Christopher Williams,3,3,5,1,2,0,2,4,5
Henry Mitchell,5,3,4,4,4,2,4,2,1
Benjamin Harris,0,5,5,2,3,5,1,3,2
Anthony Nguyen,4,0,3,4,4,0,2,5,5
William Perez,0,1,2,0,0,1,1,1,5
Kennedy Miller,1,2,3,4,1,4,1,2,1
Kennedy Henderson,1,3,0,5,0,5,0,1,1
Logan Wood,2,2,4,4,1,4,5,5,2
Lily Barnes,3,1,0,3,4,2,0,0,5
Miles Robinson,5,2,4,3,1,0,5,0,2
Jack Price,1,2,3,2,4,0,4,1,1
Caleb Gutierrez,0,4,2,1,1,1,1,1,0
Aiden Kelly,2,0,1,0,4,2,2,5,0
Ava Lewis,2,3,5,2,0,4,3,1,2
Ellie Cox,1,4,5,4,2,0,2,3,4
Cameron Cox,4,5,0,3,1,0,3,2,1
Asher King,4,1,3,0,2,0,0,1,5
Harper Lewis,2,1,4,1,1,0,3,5,1
Sofia Evans,0,3,1,0,5,1,1,4,1
Nora Perry,2,5,5,1,1,3,4,0,3
Chloe Anderson,2,1,2,4,0,3,4,2,1
Ellie Foster,5,5,4,2,1,2,4,3,3
Madison Stewart,5,3,4,0,1,3,3,4,1
Joshua Morgan,1,2,3,5,2,2,5,1,4
Josephine Parker,4,2,1,5,2,3,4,5,3
Hazel Perez,2,3,5,2,2,0,5,5,0
Landon Perry,1,4,0,5,2,5,4,4,0
Harper Moore,1,0,0,5,5,0,2,4,1
Kennedy Sanchez,4,4,2,2,2,5,1,0,5
Josephine Jordan,2,4,0,3,4,2,3,4,3
Victoria Coleman,2,4,3,3,2,0,2,1,1
Henry Young,0,2,5,2,5,2,0,4,4
Asher Russell,5,4,2,4,3,2,3,1,2
Caroline Cruz,5,0,5,4,4,1,4,2,0
Henry Cooper,5,3,5,2,1,2,3,0,2
Noah Murphy,3,1,5,2,0,4,2,5,4
Charles Richardson,1,2,4,1,5,2,1,2,0
Avery Foster,2,0,2,4,2,5,5,3,0
Harper Perez,3,1,4,4,4,2,0,0,0
Sofia Fisher,5,5,2,2,2,2,1,5,5
Isabella Martinez,3,3,4,3,1,2,1,4,0
Scarlett Baker,3,2,5,5,5,3,2,3,3
Athena Miller,1,0,4,0,2,1,1,3,0
Lily King,2,5,3,4,1,4,5,5,0
Ryan Thompson,2,1,1,2,2,3,1,0,5
Grayson Nelson,4,3,0,1,2,5,5,4,5
Thomas Perry,5,0,2,1,1,4,4,2,1
Eleanor Watson,1,4,2,1,4,1,1,1,3
Victoria Edwards,2,4,4,1,1,5,2,4,5
Scarlett Patel,4,5,2,3,0,5,3,3,0
Chloe Parker,2,1,3,4,4,2,0,5,1
Athena Richardson,0,0,4,0,1,5,1,3,5
Landon Baker,3,1,1,4,4,2,3,3,1
Josephine Silva,5,3,3,1,2,2,1,4,4
Charles Garcia,4,1,0,3,2,3,2,0,2
Quinn Bailey,2,1,2,2,1,0,0,5,3
Samuel Fisher,5,0,1,4,2,0,3,4,1
Claire Ward,2,2,3,4,1,0,1,4,3
Cameron Johnson,2,1,4,1,4,3,2,5,2
Josephine Bell,0,5,0,0,2,0,2,4,0
Carter Gray,0,1,2,2,1,1,1,3,1
Leo Murphy,5,1,4,4,2,2,1,3,3
Hunter Nelson,5,0,4,4,2,3,2,3,5
Riley Bennett,1,2,1,2,5,2,1,3,4
Ivy Wood,3,0,3,0,4,0,4,0,1
Maeve Robinson,0,4,1,4,5,4,3,0,4
Joshua Ortiz,4,0,4,0,1,5,0,3,2
Daniel Mitchell,1,0,3,0,5,5,4,2,2
Jasper Taylor,0,1,4,0,4,0,3,2,2
Ryan Cooper,2,2,5,3,2,4,1,2,3
Penelope Stewart,5,3,4,5,3,5,1,1,3
Jack Butler,2,5,1,4,3,5,5,5,3
Eleanor Gonzalez,0,2,3,5,3,4,3,3,3
Natalie Bennett,1,2,3,0,3,0,2,4,4
Charles Green,4,5,0,0,2,4,5,2,1
Joseph Cox,0,0,2,1,0,2,1,5,0
Chloe Cruz,5,4,4,1,5,1,5,3,3
Ezra Gonzalez,0,4,4,4,4,1,3,3,5
Logan Watson,2,5,2,4,1,1,5,5,4
Adrian Bell,2,4,1,4,0,2,0,5,3
Stella Wilson,1,1,3,1,4,2,1,0,1
Caroline Simmons,4,4,4,1,2,2,3,5,2
Ivy Graham,0,2,5,3,2,0,5,5,2
Benjamin Jordan,2,3,3,5,0,1,0,3,5
Lily Silva,5,5,2,4,5,2,0,4,2
Madison Rodriguez,2,4,1,5,3,5,4,4,4
Grace Baker,1,5,0,1,4,0,2,1,5
Aurora Dubois,5,1,3,3,1,4,4,5,0
Savannah Green,3,5,4,3,0,4,4,5,1
Abigail Stewart,5,2,3,4,5,2,1,4,0
Elizabeth Cooper,4,5,4,5,2,4,1,1,5
Hazel Jordan,5,5,2,1,4,3,5,3,3
Lucas Jenkins,2,2,0,3,4,2,5,5,4
Caroline Allen,3,4,5,2,2,1,0,1,5
Kennedy Rodriguez,5,0,2,4,3,2,5,0,2
Penelope Myers,4,2,5,5,5,1,1,1,0
Eleanor Lopez,3,1,4,4,4,0,4,3,3
Lydia Brooks,2,0,0,0,1,3,5,4,2
Noah Kim,1,3,0,0,4,1,0,5,0
Charlotte Hall,0,1,5,1,4,1,5,3,1
Kai Morris,0,3,2,2,0,0,0,0,5
Benjamin Hamilton,3,4,1,4,1,1,2,1,3
Wyatt Brooks,1,0,5,4,0,1,2,4,5
Noah Nguyen,5,1,3,0,1,2,5,1,0
Athena Wilson,0,4,1,3,5,1,0,5,2
Lydia Sullivan,2,0,1,1,5,5,2,4,2
Lily Nguyen,0,5,3,5,2,2,5,1,3
Joseph Fisher,3,5,5,5,0,5,0,3,3
Amelia Nguyen,1,3,2,3,0,4,5,3,3
Lily Jordan,0,4,0,1,0,2,3,3,5
Ruby Richardson,2,3,0,2,3,5,1,5,4
William Butler,3,3,4,0,4,4,2,5,5
James Jones,2,1,5,5,3,0,3,4,0
Camila Cooper,5,4,1,5,1,0,1,3,3
Zoey Murphy,3,2,0,1,1,0,5,2,3
Aiden Wright,3,5,2,0,2,0,2,4,3
Julian Young,0,1,5,3,3,2,1,3,1
Lily Simmons,3,2,2,1,3,5,5,1,0
Freya Wright,0,4,0,2,2,2,2,0,0
Christopher Kim,2,5,4,3,2,5,2,4,5
Noah Mitchell,5,4,1,3,1,3,3,5,5
Lydia Young,0,1,4,4,1,1,2,2,4
Landon Harris,4,5,1,2,3,0,0,2,1
Natalie Sullivan,5,4,2,0,5,2,2,2,3
James Bennett,2,2,3,0,5,2,0,0,1
Kai Powell,4,4,3,1,2,1,2,2,3
Elijah Collins,2,3,5,4,5,2,3,1,0
Elizabeth Jackson,4,5,1,2,1,4,2,2,5
Caroline Martinez,1,4,3,3,2,1,2,5,3
Kennedy Carter,5,2,2,2,0,3,4,1,3
Lydia Collins,0,0,1,5,0,3,1,0,2
Harper Taylor,4,1,1,2,1,1,5,5,4
Avery Harris,5,5,1,2,5,1,2,3,1
Dylan Garcia,4,0,3,3,4,5,3,2,1
Carter Allen,5,1,2,3,2,4,3,4,4
Josephine Thompson,3,3,0,4,4,0,4,5,0
Maeve Thomas,5,0,0,4,2,5,1,2,5
Lily Thompson,2,4,4,2,1,2,5,3,3
Natalie Gutierrez,3,4,4,2,0,0,2,4,1
Lucy Long,4,3,0,4,2,4,3,2,0
Ruby Stewart,3,0,2,4,4,5,5,3,2
Iris Morris,4,1,3,0,4,2,5,2,2
Olivia Morris,1,3,4,5,0,3,4,4,0
Nathan Ortiz,0,4,2,1,2,5,3,3,2
Emma Garcia,5,2,3,2,4,0,0,5,4
Nora Cook,2,2,1,2,3,2,5,3,0
Ava Adams,1,1,0,1,0,0,4,3,5
Luna Rogers,3,3,0,0,2,1,5,0,2
Ivy Kelly,5,2,3,2,4,1,3,5,2
Isaac Jackson,2,0,0,5,3,5,4,3,2
Jasper Silva,2,3,2,3,0,0,4,5,1
Mason Barnes,1,0,1,5,3,3,4,5,0
Harper Martin,1,5,0,5,1,2,3,3,5
Julian Morris,1,5,0,1,5,3,1,3,0
Joseph Clark,0,3,1,4,4,5,4,2,4
Kennedy Edwards,0,5,2,0,5,0,5,4,5
Cora Hamilton,3,3,5,1,0,2,1,1,2
Athena Bailey,5,0,0,4,1,2,0,4,0
Caleb Myers,5,3,2,2,2,3,1,4,4
Miles Barnes,5,2,2,5,3,4,1,5,3
Harper Price,3,3,0,3,3,3,3,0,3
Amelia Long,2,3,5,2,2,4,5,1,0
Ethan Garcia,2,0,4,2,4,4,3,4,2
Miles Price,3,3,3,1,2,5,2,1,1
Lucy Gray,2,3,1,5,0,0,3,4,0
Ivy Howard,4,2,1,1,2,1,0,3,5
Isaac Hamilton,2,2,1,0,0,4,5,5,5
Lucy Wright,0,5,4,1,1,2,2,2,1
Cameron Smith,2,0,1,0,3,4,0,1,0
Logan Martin,3,4,3,4,1,4,5,4,3
Asher Watson,1,2,5,0,1,4,0,4,0
Quinn Russell,0,2,1,2,0,1,3,5,5
Noah Cox,0,2,4,0,2,0,3,2,4
Jackson Sanders,0,2,0,3,1,4,4,5,1
Ruby Reynolds,3,2,3,4,2,4,5,4,3
Kai Anderson,3,5,5,0,5,5,1,1,4
Thomas Barnes,2,0,4,0,2,3,5,1,0
David Evans,3,3,0,1,1,5,0,0,1
Hazel Cruz,3,0,2,4,3,5,4,4,1
Iris Garcia,2,4,5,4,2,5,0,2,4
Stella Miller,4,5,4,3,1,3,5,1,3
Scarlett Carter,5,1,2,1,1,2,1,2,3
Noah Powell,3,0,1,3,0,1,2,4,3
Julian Martin,2,2,1,3,4,5,4,4,5
Aurora Powell,3,0,0,3,5,2,2,4,2
Lucas Graham,3,3,0,3,2,5,1,2,1
Freya Edwards,1,5,0,3,5,3,1,3,1
Anthony Green,3,2,0,2,2,4,1,4,2
Avery Brooks,5,2,4,4,0,0,0,0,2
Alexander Sanders,4,3,0,0,4,0,1,4,5
Emily Hernandez,5,2,3,5,4,4,3,2,4
Ryan Gray,0,3,0,3,2,1,0,1,3
Quinn Lopez,1,3,5,4,0,2,1,3,5
Caroline Martin,1,1,0,4,5,0,3,5,0
Violet Rodriguez,2,2,1,4,0,4,5,5,2
Elizabeth Sanchez,4,0,1,3,4,2,0,4,4
Athena Butler,2,4,2,0,1,3,2,1,1
Eleanor Rogers,1,3,2,2,4,0,4,1,0
Zoey Moore,3,2,2,3,2,1,3,4,5
Joseph Wright,1,1,0,0,4,1,2,1,0
Stella Reynolds,2,5,4,5,4,5,2,1,4
Julian Smith,3,2,1,3,4,2,3,4,5
Mia Morris,0,4,2,2,5,0,5,3,0
Madison Bell,3,4,2,3,0,1,5,5,3
Elijah Parker,4,3,4,0,0,1,2,4,1
Dominic Kelly,0,3,1,2,2,2,0,5,2
Emily Baker,3,3,2,5,0,4,0,4,4
Julian Collins,2,2,1,1,4,4,4,4,0
Savannah Parker,2,1,1,4,4,3,1,2,5
Abigail Gutierrez,2,4,2,3,5,5,5,0,1
Charles Harris,3,5,0,0,0,4,1,4,1
Caroline Brown,2,2,3,2,0,2,1,5,5
Penelope Thompson,1,2,0,5,5,5,4,2,1
Luna Carter,1,4,4,5,3,0,3,0,3
Zoey Ortiz,2,5,4,5,0,4,1,1,1
Eleanor Stewart,1,5,2,0,1,2,2,2,1
Christopher Myers,5,1,5,3,3,0,3,2,2
Elizabeth Morales,5,5,3,2,5,4,1,0,3
Mia Bailey,2,4,1,5,3,1,4,1,2
Charlotte Stewart,5,1,0,4,0,4,2,2,0
Isabella Lewis,5,0,1,0,4,3,4,5,3
Dominic Jordan,3,2,4,1,0,5,2,1,2
Carter Robinson,1,1,3,2,4,3,5,1,2
Asher Sanders,0,0,0,3,4,5,2,4,1
Quinn Powell,0,3,5,4,5,2,3,5,5
Riley Richardson,0,1,5,1,3,3,4,5,2
Aiden Thompson,5,2,1,5,2,5,0,2,2
Freya Kim,5,5,3,5,1,3,1,4,3
Carter Gonzalez,3,2,1,1,5,2,3,1,5
Aiden Graham,0,3,1,0,0,2,4,4,0
Alexander James,0,4,5,4,0,0,3,2,2
Athena Lopez,1,5,4,1,2,3,2,0,5
Lydia Russell,3,3,2,1,4,3,4,2,5
David Sanchez,0,0,1,4,3,0,1,2,2
Maeve Hall,1,3,4,5,3,2,4,1,3
Ava Carter,2,4,0,5,0,5,3,2,1
Elizabeth Taylor,4,0,3,1,1,4,3,5,1
Harper Murphy,5,2,1,4,3,2,3,0,5
Daniel Smith,3,3,4,0,0,2,0,2,0
Caroline Lopez,5,2,1,5,2,2,4,3,4
Kai Martin,0,2,3,4,0,0,0,4,4
Elizabeth Patel,2,5,1,1,2,2,0,0,5
Noah Graham,3,4,4,1,0,4,4,2,5
Noah Baker,0,5,5,1,5,5,0,0,5
Dominic Harris,0,1,0,2,0,3,1,1,1
Quinn Nelson,3,2,0,4,4,4,1,4,1
Joshua Hernandez,2,5,5,3,5,4,5,3,3
Riley James,5,5,2,1,5,2,3,0,1
Liam Bennett,4,4,0,4,0,1,0,1,5
Claire Young,1,3,5,0,1,5,0,0,2
Chloe Young,1,3,2,1,2,4,5,5,2
Camila Bailey,0,2,2,2,2,5,5,2,0
Abigail Barnes,5,4,1,4,2,2,1,5,2
Elizabeth Butler,0,2,5,3,2,3,3,5,1
Dylan Bell,1,1,5,5,4,5,2,4,1
Jasper Hall,5,5,2,0,2,4,1,5,5
Stella Hernandez,2,5,4,1,3,1,3,0,2
Grace Adams,5,4,0,1,5,5,4,1,4
Avery Cooper,0,1,2,1,2,4,0,2,2
Liam Morgan,0,5,5,0,3,0,2,3,0
Avery Price,5,4,4,4,4,4,2,2,2
Lucas Kim,4,3,4,3,4,3,0,0,5
Isaac Hall,4,1,4,1,1,2,2,4,4
Asher Smith,0,5,4,1,3,1,4,1,1
Ivy Morris,0,4,4,4,3,5,5,3,5
Zoey Martinez,1,0,5,0,0,3,1,5,3
Quinn Carter,0,5,5,5,5,1,4,4,0
Caroline Sanchez,5,3,5,0,1,4,4,4,0
Riley Barnes,1,0,3,1,5,0,5,5,4
Amelia Patel,3,3,4,1,4,3,1,0,4
Nathan Hamilton,5,5,4,2,1,5,4,4,2
Mia Price,2,2,3,1,4,2,5,1,0
Asher Adams,0,0,1,4,3,1,2,2,3
Joseph Collins,2,5,2,1,2,2,5,4,2
Lydia Clark,1,5,4,5,2,3,2,4,0
Aurora Kim,1,5,3,5,1,5,0,3,3
Hunter Anderson,0,3,3,1,5,1,3,5,5
Quinn Perez,0,3,3,4,3,0,3,3,3
Noah Morales,2,1,1,4,5,1,5,1,1
William James,3,3,2,4,1,3,4,2,4
Lucas Kelly,1,5,1,0,4,1,0,5,3
Grayson Young,3,5,4,0,3,0,3,2,4
Maeve Anderson,3,2,0,5,2,2,0,2,2
William Jenkins,2,2,2,3,4,2,4,2,4
Henry Graham,4,0,5,5,2,5,4,2,2
Camila Murphy,3,0,5,0,4,0,1,1,2
Kai Baker,5,4,3,0,2,3,3,1,2
Jackson Rodriguez,0,3,2,4,2,0,1,3,0
Jasper Lee,3,5,0,5,0,3,0,5,3
Zoey Ross,3,3,4,5,1,2,5,2,3
Mia Kim,3,2,1,3,4,4,0,0,2
Avery Henderson,2,1,0,4,1,5,5,5,2
Jordan Dubois,1,4,4,1,2,4,4,4,5
Kennedy Morris,4,5,4,5,1,1,0,2,0
Nathan Anderson,1,5,2,4,4,0,5,1,2
Emily Reynolds,5,3,3,3,0,1,2,0,4
Grace Clark,0,4,3,0,5,0,3,1,2
Thomas Mitchell,3,4,3,1,1,3,3,3,4
Emma Fisher,0,2,5,4,0,0,5,0,4
Camila Kelly,5,2,2,2,3,5,4,5,1
Emma Ward,0,1,2,5,0,3,3,3,5
Grayson Hernandez,2,2,5,4,0,4,4,5,5
Nora Mitchell,0,0,0,1,1,3,2,2,3
Eleanor Diaz,1,4,0,5,5,5,5,2,4
Cameron Scott,4,2,0,4,4,4,3,3,4
Logan Robinson,3,0,0,5,1,1,2,0,1
Owen Smith,1,5,4,0,4,5,4,3,4
Claire Morris,4,3,0,0,5,2,2,5,3
Daniel Scott,1,5,4,2,1,1,1,2,5
Joshua Ross,3,3,3,5,0,2,2,1,1
Cameron Hamilton,1,0,4,3,1,5,5,2,1
James Thomas,4,2,3,1,4,2,1,1,1
Dylan Russell,0,3,0,3,2,1,5,5,1
Adrian Reynolds,4,4,0,1,3,0,5,5,3
Jasper Richardson,0,3,5,5,3,2,2,0,0
Elizabeth Nguyen,4,4,4,4,3,1,1,5,4
Elizabeth Kim,4,5,3,2,2,4,5,4,2
Benjamin Bennett,4,3,1,2,2,4,0,2,0
Jack Sanders,5,1,4,5,5,5,3,1,5
Lucy Collins,5,5,1,5,5,4,1,4,0
Charlotte Howard,5,5,2,0,1,1,5,3,1
Lydia Morris,3,1,4,3,0,4,3,1,2
Jackson Robinson,0,3,1,3,3,1,0,0,0
Miles Ross,4,5,5,2,2,0,1,4,0
Violet Smith,0,5,1,4,0,2,3,4,0
Josephine Richardson,1,4,3,4,0,0,2,4,3
Henry Silva,0,1,0,0,3,4,3,3,3
Hunter Sanchez,4,2,2,4,4,1,1,3,0
Ezra Robinson,3,4,5,2,2,5,3,5,4
Michael Murphy,0,0,4,4,5,1,5,1,2
Caroline Robinson,3,3,0,0,4,1,3,0,4
Emily Graham,5,3,5,5,0,0,0,4,0
Nathan Barnes,0,2,3,0,1,5,4,5,4
Kennedy Mitchell,1,5,2,0,1,0,3,0,1
Nora Miller,5,5,5,1,0,4,0,1,0
Jack Martin,1,4,0,2,4,3,1,3,0
Caroline Edwards,1,1,3,3,1,4,2,1,4
Carter Richardson,3,4,4,0,4,1,2,1,0
Ryan Carter,0,3,0,5,5,1,4,4,4
Mia Cruz,0,0,2,5,3,3,4,2,1
Asher Ward,1,2,0,4,2,3,4,2,4
Dominic Sanchez,4,4,4,5,5,5,2,4,0
Amelia Watson,5,2,5,5,2,4,3,2,0
Grace Howard,4,4,0,5,0,4,3,5,5
Scarlett Diaz,1,5,2,4,4,5,5,1,4
Lily Walker,5,2,1,4,5,3,5,4,4
Freya Perry,5,0,4,1,3,3,4,1,0
Hunter Powell,4,1,0,3,1,4,5,3,3
Camila Fisher,1,0,4,5,1,4,2,3,4
Olivia Anderson,2,1,3,5,0,2,0,3,5
Grayson Mitchell,1,5,2,3,3,4,5,0,5
Owen Green,1,0,1,1,3,5,0,3,1
Ryan White,3,3,1,4,3,0,4,5,2
Chloe Butler,2,1,2,3,0,2,5,4,5
Josephine Anderson,2,4,3,0,4,1,0,2,0
Sophia Bailey,3,5,3,2,2,5,4,1,1
Michael Silva,2,5,0,2,5,1,1,0,2
Willow Hernandez,5,0,3,4,0,2,0,3,4
Caleb Perez,0,1,2,0,1,4,0,1,4
Caleb Wilson,1,3,5,0,3,5,0,3,1
Miles Cox,2,1,1,0,3,3,0,2,0
Hunter Fisher,5,5,5,5,2,2,1,5,5
Harper James,0,3,5,1,1,3,5,1,1
Olivia James,2,3,5,5,0,3,4,3,2
Andrew Howard,4,4,0,1,0,4,1,5,5
Quinn Young,4,5,0,0,2,4,5,5,1
Jordan Silva,1,4,0,2,1,0,0,2,4
Willow Diaz,1,2,4,5,1,1,5,2,4
Grace Bailey,0,1,0,0,4,2,0,2,3
Theodore Coleman,2,4,4,1,4,0,1,3,5
Harper Myers,2,4,5,0,0,2,3,3,0
Thomas Watson,4,0,3,4,2,4,0,1,2
Dylan Lopez,5,1,4,0,2,2,2,2,0
Jasper Bennett,5,4,2,4,2,4,4,5,5
Adrian Rogers,5,3,3,1,2,5,5,2,5
Owen Lopez,4,3,1,0,1,2,4,5,5
Abigail Jones,0,0,1,0,3,1,3,3,1
